album,release_date,release_date_precision,name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Good Morning Good Morning - Take 1 / Instrumental Breakdown,5ZUnnke4Zv4oEG9XJicUVM,0.762,0.582,7,-12.905,1,0.0847,0.0275,0.301,0.176,0.0765,122.98,audio_features,5ZUnnke4Zv4oEG9XJicUVM,spotify:track:5ZUnnke4Zv4oEG9XJicUVM,https://api.spotify.com/v1/tracks/5ZUnnke4Zv4oEG9XJicUVM,https://api.spotify.com/v1/audio-analysis/5ZUnnke4Zv4oEG9XJicUVM,64427,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Good Morning Good Morning - Take 8,0ms3Eay3tRafE9yOiSS3Km,0.749,0.435,2,-13.366,1,0.0977,0.0231,0.000195,0.135,0.79,121.715,audio_features,0ms3Eay3tRafE9yOiSS3Km,spotify:track:0ms3Eay3tRafE9yOiSS3Km,https://api.spotify.com/v1/tracks/0ms3Eay3tRafE9yOiSS3Km,https://api.spotify.com/v1/audio-analysis/0ms3Eay3tRafE9yOiSS3Km,167307,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Fixing A Hole - Take 1,3zguk1999hbwYTMDpsVYoo,0.572,0.409,5,-12.432,0,0.048,0.177,2.87e-05,0.0721,0.632,114.662,audio_features,3zguk1999hbwYTMDpsVYoo,spotify:track:3zguk1999hbwYTMDpsVYoo,https://api.spotify.com/v1/tracks/3zguk1999hbwYTMDpsVYoo,https://api.spotify.com/v1/audio-analysis/3zguk1999hbwYTMDpsVYoo,179360,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Fixing A Hole - Speech And Take 3,3jropE4BAPdywe8r42Yhxx,0.622,0.454,5,-10.807,1,0.0573,0.185,7.47e-05,0.038,0.613,117.871,audio_features,3jropE4BAPdywe8r42Yhxx,spotify:track:3jropE4BAPdywe8r42Yhxx,https://api.spotify.com/v1/tracks/3jropE4BAPdywe8r42Yhxx,https://api.spotify.com/v1/audio-analysis/3jropE4BAPdywe8r42Yhxx,208200,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Being For The Benefit Of Mr. Kite! - Speech From Before Take 1 / Take 4 And Speech At End,01zDLN3daHhDgsJhqY9QRn,0.602,0.302,0,-14.663,1,0.0606,0.495,6.1e-06,0.233,0.527,111.935,audio_features,01zDLN3daHhDgsJhqY9QRn,spotify:track:01zDLN3daHhDgsJhqY9QRn,https://api.spotify.com/v1/tracks/01zDLN3daHhDgsJhqY9QRn,https://api.spotify.com/v1/audio-analysis/01zDLN3daHhDgsJhqY9QRn,188320,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Being For The Benefit Of Mr. Kite! - Take 7,2yw3UbhfFiopZBlECEOO05,0.6,0.326,0,-14.385,1,0.101,0.606,0.0,0.185,0.574,112.449,audio_features,2yw3UbhfFiopZBlECEOO05,spotify:track:2yw3UbhfFiopZBlECEOO05,https://api.spotify.com/v1/tracks/2yw3UbhfFiopZBlECEOO05,https://api.spotify.com/v1/audio-analysis/2yw3UbhfFiopZBlECEOO05,155200,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Lovely Rita - Speech And Take 9,2PplbC8NQBWvFLSTzJUmAS,0.671,0.645,4,-9.214,1,0.04,0.384,0.0,0.382,0.653,90.553,audio_features,2PplbC8NQBWvFLSTzJUmAS,spotify:track:2PplbC8NQBWvFLSTzJUmAS,https://api.spotify.com/v1/tracks/2PplbC8NQBWvFLSTzJUmAS,https://api.spotify.com/v1/audio-analysis/2PplbC8NQBWvFLSTzJUmAS,185013,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Lucy In The Sky With Diamonds - Take 1 And Speech At The End,3sVmaIGrxKARMwVPSVh2QM,0.46,0.297,2,-13.927,1,0.0485,0.724,3.96e-05,0.0799,0.337,134.224,audio_features,3sVmaIGrxKARMwVPSVh2QM,spotify:track:3sVmaIGrxKARMwVPSVh2QM,https://api.spotify.com/v1/tracks/3sVmaIGrxKARMwVPSVh2QM,https://api.spotify.com/v1/audio-analysis/3sVmaIGrxKARMwVPSVh2QM,220320,3
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,"Lucy In The Sky With Diamonds - Speech, False Start And Take 5",0vEEJGrKJLleW4cziz2C6s,0.475,0.384,2,-13.292,1,0.119,0.723,6.88e-06,0.158,0.401,132.659,audio_features,0vEEJGrKJLleW4cziz2C6s,spotify:track:0vEEJGrKJLleW4cziz2C6s,https://api.spotify.com/v1/tracks/0vEEJGrKJLleW4cziz2C6s,https://api.spotify.com/v1/audio-analysis/0vEEJGrKJLleW4cziz2C6s,248480,3
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Getting Better - Take 1 / Instrumental And Speech At The End,4YrNun99hnmXEeo4HwMKV7,0.718,0.487,0,-9.718,1,0.0839,0.412,0.048,0.306,0.382,127.533,audio_features,4YrNun99hnmXEeo4HwMKV7,spotify:track:4YrNun99hnmXEeo4HwMKV7,https://api.spotify.com/v1/tracks/4YrNun99hnmXEeo4HwMKV7,https://api.spotify.com/v1/audio-analysis/4YrNun99hnmXEeo4HwMKV7,139200,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Getting Better - Take 12,486fJnwIZMzMLLd2fYqlLU,0.769,0.488,0,-7.582,1,0.0438,0.124,0.00063,0.0715,0.705,122.268,audio_features,486fJnwIZMzMLLd2fYqlLU,spotify:track:486fJnwIZMzMLLd2fYqlLU,https://api.spotify.com/v1/tracks/486fJnwIZMzMLLd2fYqlLU,https://api.spotify.com/v1/audio-analysis/486fJnwIZMzMLLd2fYqlLU,165053,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Within You Without You - Take 1 / Indian Instruments,4GKAZbOP8bx93464aL0hk9,0.383,0.432,5,-10.98,1,0.0409,0.699,0.177,0.133,0.184,120.037,audio_features,4GKAZbOP8bx93464aL0hk9,spotify:track:4GKAZbOP8bx93464aL0hk9,https://api.spotify.com/v1/tracks/4GKAZbOP8bx93464aL0hk9,https://api.spotify.com/v1/audio-analysis/4GKAZbOP8bx93464aL0hk9,332560,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Within You Without You - George Coaching The Musicians,1cUJR1XBKqBUKCsc9J1DRH,0.36,0.313,5,-13.814,1,0.0401,0.828,2.61e-05,0.155,0.315,119.292,audio_features,1cUJR1XBKqBUKCsc9J1DRH,spotify:track:1cUJR1XBKqBUKCsc9J1DRH,https://api.spotify.com/v1/tracks/1cUJR1XBKqBUKCsc9J1DRH,https://api.spotify.com/v1/audio-analysis/1cUJR1XBKqBUKCsc9J1DRH,235667,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,She's Leaving Home - Take 1 / Instrumental,1w344nykRKrqN2JsMIUlvR,0.442,0.0782,4,-16.256,1,0.0374,0.931,0.895,0.108,0.198,128.584,audio_features,1w344nykRKrqN2JsMIUlvR,spotify:track:1w344nykRKrqN2JsMIUlvR,https://api.spotify.com/v1/tracks/1w344nykRKrqN2JsMIUlvR,https://api.spotify.com/v1/audio-analysis/1w344nykRKrqN2JsMIUlvR,229147,3
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,She's Leaving Home - Take 6 / Instrumental,2rMTGwQjnOcK6T0yBCDmvb,0.47,0.0693,4,-15.798,1,0.038,0.928,0.681,0.146,0.285,129.005,audio_features,2rMTGwQjnOcK6T0yBCDmvb,spotify:track:2rMTGwQjnOcK6T0yBCDmvb,https://api.spotify.com/v1/tracks/2rMTGwQjnOcK6T0yBCDmvb,https://api.spotify.com/v1/audio-analysis/2rMTGwQjnOcK6T0yBCDmvb,228253,3
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,With A Little Help From My Friends - Take 1 / False Start And Take 2 / Instrumental,2gawXn44H4l6M5rUT26uZC,0.915,0.51,6,-10.896,0,0.121,0.254,0.479,0.138,0.356,111.378,audio_features,2gawXn44H4l6M5rUT26uZC,spotify:track:2gawXn44H4l6M5rUT26uZC,https://api.spotify.com/v1/tracks/2gawXn44H4l6M5rUT26uZC,https://api.spotify.com/v1/audio-analysis/2gawXn44H4l6M5rUT26uZC,194973,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Sgt. Pepper's Lonely Hearts Club Band (Reprise) - Speech And Take 8,2LfQmUUVZTs2Or7ipA0sNR,0.787,0.762,0,-10.758,1,0.0818,0.268,8.09e-05,0.0707,0.679,119.302,audio_features,2LfQmUUVZTs2Or7ipA0sNR,spotify:track:2LfQmUUVZTs2Or7ipA0sNR,https://api.spotify.com/v1/tracks/2LfQmUUVZTs2Or7ipA0sNR,https://api.spotify.com/v1/audio-analysis/2LfQmUUVZTs2Or7ipA0sNR,119160,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Sgt Pepper's Lonely Hearts Club Band,6pcO0mAQbpKbqKeiFHuTRR,0.438,0.651,7,-10.615,1,0.0932,0.218,5.87e-05,0.905,0.624,95.711,audio_features,6pcO0mAQbpKbqKeiFHuTRR,spotify:track:6pcO0mAQbpKbqKeiFHuTRR,https://api.spotify.com/v1/tracks/6pcO0mAQbpKbqKeiFHuTRR,https://api.spotify.com/v1/audio-analysis/6pcO0mAQbpKbqKeiFHuTRR,122373,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,With A Little Help From My Friends,4CEoeG1rCKomLu9DtRvX5l,0.705,0.427,4,-11.971,1,0.0353,0.294,0.0,0.355,0.827,112.294,audio_features,4CEoeG1rCKomLu9DtRvX5l,spotify:track:4CEoeG1rCKomLu9DtRvX5l,https://api.spotify.com/v1/tracks/4CEoeG1rCKomLu9DtRvX5l,https://api.spotify.com/v1/audio-analysis/4CEoeG1rCKomLu9DtRvX5l,165160,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Lucy In The Sky With Diamonds,10pNLTLW8QHp0FbhjA0ejS,0.269,0.365,2,-11.12,1,0.0401,0.138,0.0,0.0904,0.357,190.968,audio_features,10pNLTLW8QHp0FbhjA0ejS,spotify:track:10pNLTLW8QHp0FbhjA0ejS,https://api.spotify.com/v1/tracks/10pNLTLW8QHp0FbhjA0ejS,https://api.spotify.com/v1/audio-analysis/10pNLTLW8QHp0FbhjA0ejS,207333,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Getting Better,1GqRv17EiYH30nM3MYE2h5,0.59,0.444,0,-11.472,1,0.0394,0.131,5.06e-05,0.13,0.718,121.904,audio_features,1GqRv17EiYH30nM3MYE2h5,spotify:track:1GqRv17EiYH30nM3MYE2h5,https://api.spotify.com/v1/tracks/1GqRv17EiYH30nM3MYE2h5,https://api.spotify.com/v1/audio-analysis/1GqRv17EiYH30nM3MYE2h5,167253,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Fixing A Hole,4rpFXjP4DSC9id8Fa6TWXL,0.487,0.464,0,-13.526,0,0.0369,0.288,0.0,0.0625,0.721,112.847,audio_features,4rpFXjP4DSC9id8Fa6TWXL,spotify:track:4rpFXjP4DSC9id8Fa6TWXL,https://api.spotify.com/v1/tracks/4rpFXjP4DSC9id8Fa6TWXL,https://api.spotify.com/v1/audio-analysis/4rpFXjP4DSC9id8Fa6TWXL,157520,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,She's Leaving Home,7BgUsF8L4cMhtBlPzo8den,0.355,0.186,0,-13.385,1,0.0325,0.95,0.0,0.0915,0.399,131.36,audio_features,7BgUsF8L4cMhtBlPzo8den,spotify:track:7BgUsF8L4cMhtBlPzo8den,https://api.spotify.com/v1/tracks/7BgUsF8L4cMhtBlPzo8den,https://api.spotify.com/v1/audio-analysis/7BgUsF8L4cMhtBlPzo8den,205467,3
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Being For The Benefit Of Mr Kite!,6UuPrHr8Ik947c4tBDuHZe,0.547,0.348,0,-12.678,1,0.0362,0.439,0.0,0.0947,0.765,111.874,audio_features,6UuPrHr8Ik947c4tBDuHZe,spotify:track:6UuPrHr8Ik947c4tBDuHZe,https://api.spotify.com/v1/tracks/6UuPrHr8Ik947c4tBDuHZe,https://api.spotify.com/v1/audio-analysis/6UuPrHr8Ik947c4tBDuHZe,160933,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Within You Without You,6g2rBp8zgjFtV1kWQk9Ty0,0.331,0.436,6,-12.365,1,0.0367,0.421,0.0085,0.53,0.395,126.419,audio_features,6g2rBp8zgjFtV1kWQk9Ty0,spotify:track:6g2rBp8zgjFtV1kWQk9Ty0,https://api.spotify.com/v1/tracks/6g2rBp8zgjFtV1kWQk9Ty0,https://api.spotify.com/v1/audio-analysis/6g2rBp8zgjFtV1kWQk9Ty0,307427,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,When I'm Sixty Four,5wHLDukHz5Mc4r9DzYK1Mt,0.703,0.167,1,-14.284,1,0.0501,0.806,3.26e-05,0.0905,0.641,138.81,audio_features,5wHLDukHz5Mc4r9DzYK1Mt,spotify:track:5wHLDukHz5Mc4r9DzYK1Mt,https://api.spotify.com/v1/tracks/5wHLDukHz5Mc4r9DzYK1Mt,https://api.spotify.com/v1/audio-analysis/5wHLDukHz5Mc4r9DzYK1Mt,160080,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Lovely Rita,1gJy93yw33uBxRHZn8KFEz,0.59,0.448,3,-11.901,1,0.0256,0.0362,0.0,0.104,0.68,86.656,audio_features,1gJy93yw33uBxRHZn8KFEz,spotify:track:1gJy93yw33uBxRHZn8KFEz,https://api.spotify.com/v1/tracks/1gJy93yw33uBxRHZn8KFEz,https://api.spotify.com/v1/audio-analysis/1gJy93yw33uBxRHZn8KFEz,165613,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Good Morning Good Morning,6HjHJTZKZeypaBQJc93yop,0.551,0.493,2,-11.502,1,0.0673,0.0104,2.57e-06,0.589,0.946,121.851,audio_features,6HjHJTZKZeypaBQJc93yop,spotify:track:6HjHJTZKZeypaBQJc93yop,https://api.spotify.com/v1/tracks/6HjHJTZKZeypaBQJc93yop,https://api.spotify.com/v1/audio-analysis/6HjHJTZKZeypaBQJc93yop,154200,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Sgt Pepper's Lonely Hearts Club Band (Reprise),4OGiLMxOysu4J7wqr10nMR,0.62,0.792,0,-9.091,1,0.0524,0.0047,0.012,0.472,0.957,119.019,audio_features,4OGiLMxOysu4J7wqr10nMR,spotify:track:4OGiLMxOysu4J7wqr10nMR,https://api.spotify.com/v1/tracks/4OGiLMxOysu4J7wqr10nMR,https://api.spotify.com/v1/audio-analysis/4OGiLMxOysu4J7wqr10nMR,78573,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,A Day In The Life,4Qd0ojqwezaDyHpZWlhQt5,0.332,0.38,4,-14.601,0,0.0474,0.257,0.000474,0.255,0.149,78.742,audio_features,4Qd0ojqwezaDyHpZWlhQt5,spotify:track:4Qd0ojqwezaDyHpZWlhQt5,https://api.spotify.com/v1/tracks/4Qd0ojqwezaDyHpZWlhQt5,https://api.spotify.com/v1/audio-analysis/4Qd0ojqwezaDyHpZWlhQt5,323027,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Strawberry Fields Forever,46JGVfEEiBScTaiP3Bnh27,0.411,0.56,10,-13.167,1,0.254,0.498,0.00949,0.0817,0.331,98.333,audio_features,46JGVfEEiBScTaiP3Bnh27,spotify:track:46JGVfEEiBScTaiP3Bnh27,https://api.spotify.com/v1/tracks/46JGVfEEiBScTaiP3Bnh27,https://api.spotify.com/v1/audio-analysis/46JGVfEEiBScTaiP3Bnh27,248867,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Penny Lane,1sjmKmR4u9xDeJHjDCn2bZ,0.633,0.385,9,-9.967,1,0.0358,0.411,8.72e-05,0.095,0.647,113.956,audio_features,1sjmKmR4u9xDeJHjDCn2bZ,spotify:track:1sjmKmR4u9xDeJHjDCn2bZ,https://api.spotify.com/v1/tracks/1sjmKmR4u9xDeJHjDCn2bZ,https://api.spotify.com/v1/audio-analysis/1sjmKmR4u9xDeJHjDCn2bZ,182053,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,A Day In The Life - First Mono Mix,3O01tsV0nPn9IwW1I1rYmh,0.478,0.33,4,-13.298,0,0.0467,0.324,0.00147,0.466,0.241,80.589,audio_features,3O01tsV0nPn9IwW1I1rYmh,spotify:track:3O01tsV0nPn9IwW1I1rYmh,https://api.spotify.com/v1/tracks/3O01tsV0nPn9IwW1I1rYmh,https://api.spotify.com/v1/audio-analysis/3O01tsV0nPn9IwW1I1rYmh,283107,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Lucy In The Sky With Diamonds - Original Mono Mix - No. 11,0E6WZbPpTm28V0Cs7NyqhV,0.326,0.371,2,-11.942,1,0.0408,0.0663,0.0,0.0466,0.24,94.892,audio_features,0E6WZbPpTm28V0Cs7NyqhV,spotify:track:0E6WZbPpTm28V0Cs7NyqhV,https://api.spotify.com/v1/tracks/0E6WZbPpTm28V0Cs7NyqhV,https://api.spotify.com/v1/audio-analysis/0E6WZbPpTm28V0Cs7NyqhV,229827,4
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,She's Leaving Home - First Mono Mix,1J6HWdkiLhk3s8eoEVn8yN,0.372,0.2,0,-12.885,1,0.0346,0.953,0.0,0.0881,0.348,133.423,audio_features,1J6HWdkiLhk3s8eoEVn8yN,spotify:track:1J6HWdkiLhk3s8eoEVn8yN,https://api.spotify.com/v1/tracks/1J6HWdkiLhk3s8eoEVn8yN,https://api.spotify.com/v1/audio-analysis/1J6HWdkiLhk3s8eoEVn8yN,222307,3
Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,day,Penny Lane - Capitol Records Mono US Promo Mix,6xDuyujIZ828DxAfFTNbD0,0.586,0.388,9,-10.103,1,0.0385,0.679,0.00135,0.0955,0.731,112.717,audio_features,6xDuyujIZ828DxAfFTNbD0,spotify:track:6xDuyujIZ828DxAfFTNbD0,https://api.spotify.com/v1/tracks/6xDuyujIZ828DxAfFTNbD0,https://api.spotify.com/v1/audio-analysis/6xDuyujIZ828DxAfFTNbD0,181360,4
Revolver (Remastered),1966-08-05,day,Taxman - Remastered 2009,4BRkPBUxOYffM2QXVlq7aC,0.469,0.596,7,-8.348,1,0.0749,0.0101,0.0,0.321,0.783,133.586,audio_features,4BRkPBUxOYffM2QXVlq7aC,spotify:track:4BRkPBUxOYffM2QXVlq7aC,https://api.spotify.com/v1/tracks/4BRkPBUxOYffM2QXVlq7aC,https://api.spotify.com/v1/audio-analysis/4BRkPBUxOYffM2QXVlq7aC,158853,4
Revolver (Remastered),1966-08-05,day,Eleanor Rigby - Remastered 2009,5GjPQ0eI7AgmOnADn1EO6Q,0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831,audio_features,5GjPQ0eI7AgmOnADn1EO6Q,spotify:track:5GjPQ0eI7AgmOnADn1EO6Q,https://api.spotify.com/v1/tracks/5GjPQ0eI7AgmOnADn1EO6Q,https://api.spotify.com/v1/audio-analysis/5GjPQ0eI7AgmOnADn1EO6Q,126533,4
Revolver (Remastered),1966-08-05,day,I'm Only Sleeping - Remastered 2009,2ylCrFiBu98SC0vFfaCent,0.494,0.47,8,-9.599,0,0.0301,0.21,0.0,0.28,0.698,103.477,audio_features,2ylCrFiBu98SC0vFfaCent,spotify:track:2ylCrFiBu98SC0vFfaCent,https://api.spotify.com/v1/tracks/2ylCrFiBu98SC0vFfaCent,https://api.spotify.com/v1/audio-analysis/2ylCrFiBu98SC0vFfaCent,180320,4
Revolver (Remastered),1966-08-05,day,Love You To - Remastered 2009,4RdJFhfLQcezwN5LsXl4qP,0.391,0.593,5,-8.999,1,0.0413,0.7,0.000249,0.0829,0.707,123.986,audio_features,4RdJFhfLQcezwN5LsXl4qP,spotify:track:4RdJFhfLQcezwN5LsXl4qP,https://api.spotify.com/v1/tracks/4RdJFhfLQcezwN5LsXl4qP,https://api.spotify.com/v1/audio-analysis/4RdJFhfLQcezwN5LsXl4qP,179827,4
Revolver (Remastered),1966-08-05,day,"Here, There And Everywhere - Remastered 2009",2B4Y9u4ERAFiMo13XPJyGP,0.29,0.247,7,-12.125,1,0.0383,0.921,0.00565,0.0917,0.36,165.361,audio_features,2B4Y9u4ERAFiMo13XPJyGP,spotify:track:2B4Y9u4ERAFiMo13XPJyGP,https://api.spotify.com/v1/tracks/2B4Y9u4ERAFiMo13XPJyGP,https://api.spotify.com/v1/audio-analysis/2B4Y9u4ERAFiMo13XPJyGP,144880,4
Revolver (Remastered),1966-08-05,day,Yellow Submarine - Remastered 2009,50xwQXPtfNZFKFeZ0XePWc,0.604,0.549,1,-9.873,1,0.0389,0.531,0.0,0.438,0.696,111.398,audio_features,50xwQXPtfNZFKFeZ0XePWc,spotify:track:50xwQXPtfNZFKFeZ0XePWc,https://api.spotify.com/v1/tracks/50xwQXPtfNZFKFeZ0XePWc,https://api.spotify.com/v1/audio-analysis/50xwQXPtfNZFKFeZ0XePWc,158880,4
Revolver (Remastered),1966-08-05,day,She Said She Said - Remastered 2009,3VSuWxZM6x6V3ig5nYtikL,0.329,0.678,3,-7.878,1,0.0344,0.103,0.168,0.843,0.672,106.476,audio_features,3VSuWxZM6x6V3ig5nYtikL,spotify:track:3VSuWxZM6x6V3ig5nYtikL,https://api.spotify.com/v1/tracks/3VSuWxZM6x6V3ig5nYtikL,https://api.spotify.com/v1/audio-analysis/3VSuWxZM6x6V3ig5nYtikL,156040,4
Revolver (Remastered),1966-08-05,day,Good Day Sunshine - Remastered 2009,7HTH1ppjkkOe7RLoBDKXYJ,0.77,0.496,11,-8.45,1,0.0468,0.719,0.0,0.123,0.571,117.331,audio_features,7HTH1ppjkkOe7RLoBDKXYJ,spotify:track:7HTH1ppjkkOe7RLoBDKXYJ,https://api.spotify.com/v1/tracks/7HTH1ppjkkOe7RLoBDKXYJ,https://api.spotify.com/v1/audio-analysis/7HTH1ppjkkOe7RLoBDKXYJ,129293,3
Revolver (Remastered),1966-08-05,day,And Your Bird Can Sing - Remastered 2009,4KRgqwb4kvBuTz1utbYxfb,0.555,0.65,4,-6.936,1,0.0282,0.0067,0.0491,0.236,0.966,132.59,audio_features,4KRgqwb4kvBuTz1utbYxfb,spotify:track:4KRgqwb4kvBuTz1utbYxfb,https://api.spotify.com/v1/tracks/4KRgqwb4kvBuTz1utbYxfb,https://api.spotify.com/v1/audio-analysis/4KRgqwb4kvBuTz1utbYxfb,120493,4
Revolver (Remastered),1966-08-05,day,For No One - Remastered 2009,1kDkaFlmkdEZiVUogaP9OZ,0.483,0.351,1,-10.487,0,0.0278,0.783,0.0,0.115,0.713,81.208,audio_features,1kDkaFlmkdEZiVUogaP9OZ,spotify:track:1kDkaFlmkdEZiVUogaP9OZ,https://api.spotify.com/v1/tracks/1kDkaFlmkdEZiVUogaP9OZ,https://api.spotify.com/v1/audio-analysis/1kDkaFlmkdEZiVUogaP9OZ,119813,4
Revolver (Remastered),1966-08-05,day,Doctor Robert - Remastered 2009,1ob06Ol8FMIPQgjpg7bMyk,0.394,0.64,4,-8.992,1,0.0488,0.164,0.139,0.153,0.574,164.626,audio_features,1ob06Ol8FMIPQgjpg7bMyk,spotify:track:1ob06Ol8FMIPQgjpg7bMyk,https://api.spotify.com/v1/tracks/1ob06Ol8FMIPQgjpg7bMyk,https://api.spotify.com/v1/audio-analysis/1ob06Ol8FMIPQgjpg7bMyk,134267,4
Revolver (Remastered),1966-08-05,day,I Want To Tell You - Remastered 2009,7orb0y6ySGdsYZywMoQtsD,0.493,0.525,9,-9.289,1,0.0315,0.182,4.4e-06,0.148,0.449,127.492,audio_features,7orb0y6ySGdsYZywMoQtsD,spotify:track:7orb0y6ySGdsYZywMoQtsD,https://api.spotify.com/v1/tracks/7orb0y6ySGdsYZywMoQtsD,https://api.spotify.com/v1/audio-analysis/7orb0y6ySGdsYZywMoQtsD,147973,4
Revolver (Remastered),1966-08-05,day,Got To Get You Into My Life - Remastered 2009,3tGhRLgcCP6SIZU3tbGl7l,0.521,0.524,0,-6.136,1,0.0302,0.42,9.27e-06,0.0838,0.711,136.679,audio_features,3tGhRLgcCP6SIZU3tbGl7l,spotify:track:3tGhRLgcCP6SIZU3tbGl7l,https://api.spotify.com/v1/tracks/3tGhRLgcCP6SIZU3tbGl7l,https://api.spotify.com/v1/audio-analysis/3tGhRLgcCP6SIZU3tbGl7l,149240,4
Revolver (Remastered),1966-08-05,day,Tomorrow Never Knows - Remastered 2009,00oZhqZIQfL9P5CjOP6JsO,0.38,0.829,5,-6.105,1,0.0405,8.4e-05,0.00208,0.342,0.0534,125.887,audio_features,00oZhqZIQfL9P5CjOP6JsO,spotify:track:00oZhqZIQfL9P5CjOP6JsO,https://api.spotify.com/v1/tracks/00oZhqZIQfL9P5CjOP6JsO,https://api.spotify.com/v1/audio-analysis/00oZhqZIQfL9P5CjOP6JsO,179547,4
Rubber Soul (Remastered),1965-12-03,day,Drive My Car - Remastered 2009,06ypiqmILMdVeaiErMFA91,0.754,0.571,2,-8.547,1,0.0421,0.0173,0.0,0.3,0.82,122.463,audio_features,06ypiqmILMdVeaiErMFA91,spotify:track:06ypiqmILMdVeaiErMFA91,https://api.spotify.com/v1/tracks/06ypiqmILMdVeaiErMFA91,https://api.spotify.com/v1/audio-analysis/06ypiqmILMdVeaiErMFA91,148893,4
Rubber Soul (Remastered),1965-12-03,day,Norwegian Wood (This Bird Has Flown) - Remastered 2009,1H7gMYGykdtwZOV6s1N0by,0.425,0.369,4,-11.876,1,0.0379,0.183,0.00126,0.112,0.65,176.625,audio_features,1H7gMYGykdtwZOV6s1N0by,spotify:track:1H7gMYGykdtwZOV6s1N0by,https://api.spotify.com/v1/tracks/1H7gMYGykdtwZOV6s1N0by,https://api.spotify.com/v1/audio-analysis/1H7gMYGykdtwZOV6s1N0by,124693,3
Rubber Soul (Remastered),1965-12-03,day,You Won't See Me - Remastered 2009,4LLBKnNCrSRrSjSTuiwjE9,0.488,0.539,9,-8.752,1,0.0304,0.136,0.0,0.0538,0.473,115.941,audio_features,4LLBKnNCrSRrSjSTuiwjE9,spotify:track:4LLBKnNCrSRrSjSTuiwjE9,https://api.spotify.com/v1/tracks/4LLBKnNCrSRrSjSTuiwjE9,https://api.spotify.com/v1/audio-analysis/4LLBKnNCrSRrSjSTuiwjE9,199960,4
